,Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Purpose,Credit_Amount,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Sex_Marital_Status,Guarantors,Duration_in_Current_address,Most_valuable_available_asset,Age_years,Concurrent_Credits,Type_of_apartment,No_of_Credits_at_this_Bank,Occupation,No_of_dependents,Telephone,Foreign_Worker
710,1,200 DM or Above,24,Paid Up,Other,3757,None,Above 7,Below 20%,"Male, Single",Co-applicant,Above 7,Real Estate,62,None,Owned,1,Skilled,3 or More,Yes,No
711,1,No Account,42,Previous Credits Paid,Appliances,3394,None,Unemployed,Below 20%,"Male, Married/Widowed",Co-applicant,Above 7,Life Insurance,65,None,Rented,2 or 3,"Unemployed, unskilled",3 or More,No,No
712,1,200 DM or Above,36,Previous Credits Paid,Retraining,6304,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,36,None,Rented,2 or 3,Skilled,3 or More,No,No
713,1,200 DM or Above,9,Previous Credits Paid,Repair,1244,Above 1000,Above 7,Below 20%,"Male, Single",None,Above 7,Car,41,None,Free,2 or 3,Unskilled Permanent Resident,3 or More,No,No
714,1,200 DM or Above,6,Paid Up,Other,3518,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Guarantor,"[4, 7)",Car,26,None,Free,1,Skilled,3 or More,No,No
715,1,200 DM or Above,36,Delayed,Appliances,2613,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,27,None,Rented,2 or 3,Skilled,3 or More,No,No
716,1,No Account,48,Paid Up,Repair,7476,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,<1 Year,Real Estate,50,None,Owned,1,Executive,3 or More,Yes,No
717,0,200 DM or Above,24,Paid Up,Retraining,4591,"[500, 1000)","[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Car,54,None,Rented,4 or 5,Executive,3 or More,Yes,No
718,0,None,18,Paid Up,Used Car,1924,Above 1000,<1 Year,Below 20%,"Male, Single",None,"[4, 7)",None,27,None,Free,1,Skilled,3 or More,No,No
719,0,None,72,Paid Up,Furniture,5595,Below 100 DM,"[1, 4)","(25%, 35%)",Female,None,"[1, 4)",Life Insurance,24,None,Rented,1,Skilled,3 or More,No,No
720,0,None,48,No Problem with Current Credits,Repair,6224,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,50,None,Owned,1,Skilled,3 or More,No,No
721,1,Below 200 DM,15,Paid Up,Repair,1905,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,40,None,Free,1,Executive,3 or More,Yes,No
722,1,200 DM or Above,21,No Problem with Current Credits,New Car,2993,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",None,28,Dept. Store,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
723,1,200 DM or Above,36,No Problem with Current Credits,New Car,8947,Above 1000,"[4, 7)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,31,Dept. Store,Rented,1,Executive,Less than 3,Yes,No
724,1,No Account,24,Paid Up,Used Car,4020,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,27,Dept. Store,Rented,1,Skilled,3 or More,No,No
725,1,None,18,Paid Up,New Car,2779,None,"[1, 4)",Above 35%,Female,None,"[4, 7)",Life Insurance,21,None,Free,1,Skilled,3 or More,Yes,No
726,1,200 DM or Above,21,Paid Up,Other,2782,"[100, 500)","[4, 7)",Above 35%,"Male, Single",None,"[1, 4)",Life Insurance,31,Other Banks,Rented,1,Executive,3 or More,No,No
727,1,200 DM or Above,12,Paid Up,Other,1884,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,39,None,Rented,1,Executive,3 or More,Yes,No
728,1,200 DM or Above,36,Previous Credits Paid,New Car,11054,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,30,None,Rented,1,Executive,3 or More,Yes,No
729,1,None,60,No Problem with Current Credits,Furniture,9157,Above 1000,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Real Estate,27,None,Owned,1,Executive,3 or More,No,No
730,1,None,42,Other Credits,New Car,9283,None,Unemployed,Above 35%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,55,Other Banks,Owned,1,Executive,3 or More,Yes,No
731,1,200 DM or Above,60,Paid Up,Other,6527,Above 1000,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,34,None,Owned,1,Skilled,Less than 3,Yes,No
732,1,200 DM or Above,15,Previous Credits Paid,New Car,3368,"[500, 1000)",Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,23,None,Free,2 or 3,Skilled,3 or More,Yes,No
733,1,No Account,15,Paid Up,Other,2511,None,Unemployed,Above 35%,"Male, Single",None,Above 7,Life Insurance,23,None,Free,1,Skilled,3 or More,No,No
734,1,No Account,36,Paid Up,New Car,5493,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,42,None,Owned,1,Skilled,Less than 3,No,No
735,1,200 DM or Above,6,Paid Up,Radio/TV,1338,"[100, 500)","[1, 4)",Above 35%,"Male, Divorced",None,Above 7,None,62,None,Rented,1,Skilled,3 or More,No,No
736,1,None,9,Paid Up,Furniture,1082,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,37,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
737,1,200 DM or Above,18,Previous Credits Paid,Furniture,1149,"[500, 1000)","[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",None,46,None,Rented,2 or 3,Skilled,3 or More,No,No
738,1,None,15,Paid Up,Appliances,1308,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,38,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
739,1,None,20,Delayed,New Car,6148,Below 100 DM,Above 7,"[20%, 25%)",Female,None,Above 7,Life Insurance,31,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
740,1,200 DM or Above,12,Paid Up,Used Car,1736,None,"[4, 7)","[20%, 25%)","Male, Single",None,Above 7,None,31,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
741,1,200 DM or Above,12,Paid Up,Furniture,3059,"[500, 1000)","[4, 7)","(25%, 35%)","Male, Divorced",None,Above 7,None,61,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
742,0,No Account,24,Paid Up,Used Car,2996,Above 1000,"[1, 4)","(25%, 35%)",Female,None,Above 7,Life Insurance,20,None,Rented,1,Skilled,3 or More,No,No
743,1,200 DM or Above,30,Previous Credits Paid,New Car,7596,Above 1000,Above 7,Above 35%,"Male, Married/Widowed",None,Above 7,Life Insurance,63,None,Rented,2 or 3,Skilled,3 or More,No,No
744,1,200 DM or Above,30,Paid Up,New Car,4811,Above 1000,"[4, 7)","(25%, 35%)","Male, Single",None,Above 7,Car,24,Dept. Store,Free,1,Unskilled Permanent Resident,3 or More,No,No
745,1,200 DM or Above,6,Paid Up,Used Car,1766,None,"[1, 4)",Above 35%,Female,None,"[1, 4)",Car,21,None,Free,1,Skilled,3 or More,No,No
746,1,None,24,Paid Up,New Car,2760,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,36,Other Banks,Owned,1,Skilled,3 or More,Yes,No
747,1,200 DM or Above,24,Previous Credits Paid,Appliances,5507,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,44,None,Owned,2 or 3,Skilled,3 or More,No,No
748,1,None,9,Paid Up,Repair,1199,None,"[4, 7)",Below 20%,"Male, Single",None,Above 7,Car,67,None,Rented,2 or 3,Executive,3 or More,Yes,No
749,1,Below 200 DM,24,Paid Up,Used Car,2892,None,Above 7,"[20%, 25%)","Male, Divorced",None,Above 7,Real Estate,51,None,Owned,1,Skilled,3 or More,No,No
750,1,None,36,No Problem with Current Credits,Other,2862,Below 100 DM,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,30,None,Owned,1,Skilled,3 or More,No,No
751,0,No Account,9,Paid Up,Other,654,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,28,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
752,0,None,9,Previous Credits Paid,Repair,1136,"[500, 1000)",Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,32,None,Owned,2 or 3,Skilled,Less than 3,No,No
753,0,None,24,Paid Up,New Car,4113,"[100, 500)",<1 Year,"[20%, 25%)","Male, Single",None,Above 7,Life Insurance,28,None,Free,1,Skilled,3 or More,No,No
754,0,None,6,Paid Up,Other,14555,Above 1000,Unemployed,Above 35%,"Male, Married/Widowed",None,"[1, 4)",Car,23,None,Rented,1,"Unemployed, unskilled",3 or More,Yes,No
755,0,No Account,15,Delayed,Other,950,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Life Insurance,33,None,Free,2 or 3,Skilled,Less than 3,No,No
756,0,No Account,24,Previous Credits Paid,Other,1199,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,60,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
757,0,No Account,12,Delayed,Other,1082,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,48,Other Banks,Rented,2 or 3,Skilled,3 or More,No,No
758,0,None,30,Paid Up,Other,2150,None,"[1, 4)",Below 20%,"Male, Single",Guarantor,"[1, 4)",Real Estate,24,Other Banks,Rented,1,Skilled,3 or More,No,No
759,0,None,36,Previous Credits Paid,Other,2820,None,<1 Year,Below 20%,"Male, Divorced",None,Above 7,Life Insurance,27,None,Rented,2 or 3,Skilled,3 or More,No,No
760,0,None,48,Paid Up,Furniture,3060,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,None,28,None,Rented,2 or 3,Skilled,3 or More,No,No
761,0,No Account,18,Paid Up,Furniture,2600,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,65,None,Owned,2 or 3,Skilled,3 or More,No,No
762,0,200 DM or Above,21,Delayed,Other,5003,Above 1000,"[1, 4)",Above 35%,"Male, Single",None,Above 7,Car,29,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
763,0,None,60,Paid Up,Repair,6288,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,42,None,Owned,1,Skilled,3 or More,No,No
764,0,200 DM or Above,24,No Problem with Current Credits,Other,2538,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,47,None,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
765,0,200 DM or Above,9,Paid Up,Furniture,1478,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,22,None,Rented,1,Skilled,3 or More,No,No
766,0,None,39,Previous Credits Paid,Furniture,4933,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",Guarantor,"[1, 4)",None,25,None,Rented,2 or 3,Skilled,3 or More,No,No
767,0,200 DM or Above,18,Previous Credits Paid,Other,1530,None,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,32,Other Banks,Rented,2 or 3,Skilled,3 or More,No,No
768,0,None,9,Other Credits,Other,1437,Below 100 DM,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[4, 7)",Real Estate,29,None,Rented,1,Skilled,3 or More,No,No
769,0,No Account,15,Paid Up,Radio/TV,1275,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,24,None,Free,1,Skilled,3 or More,No,No
770,0,No Account,24,Paid Up,Furniture,1823,None,Unemployed,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,30,Dept. Store,Rented,1,Executive,Less than 3,No,No
771,0,No Account,9,Paid Up,Other,1422,None,<1 Year,"[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Real Estate,27,None,Owned,1,Executive,3 or More,Yes,No
772,0,No Account,18,Paid Up,Radio/TV,1217,None,"[1, 4)",Below 20%,Female,None,"[4, 7)",None,47,None,Rented,1,Unskilled Permanent Resident,3 or More,Yes,No
773,0,No Account,36,Paid Up,Other,9271,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,Life Insurance,24,None,Rented,1,Skilled,3 or More,Yes,No
774,0,No Account,36,No Problem with Current Credits,Retraining,2145,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,Life Insurance,24,None,Rented,2 or 3,Skilled,3 or More,Yes,No
775,0,No Account,36,Paid Up,Other,1842,None,<1 Year,Below 20%,"Male, Single",None,Above 7,Life Insurance,34,None,Rented,1,Skilled,3 or More,Yes,No
776,0,None,18,No Problem with Current Credits,Used Car,4297,None,Above 7,Below 20%,"Male, Divorced",None,"[4, 7)",Real Estate,40,None,Rented,1,Executive,3 or More,Yes,No
777,0,No Account,6,Previous Credits Paid,Used Car,3384,None,"[1, 4)",Above 35%,"Male, Divorced",None,Above 7,None,44,None,Free,1,Executive,3 or More,Yes,No
778,0,None,18,Previous Credits Paid,Furniture,1245,None,"[1, 4)",Below 20%,Female,None,"[1, 4)",Life Insurance,33,None,Rented,1,Skilled,3 or More,No,No
779,0,200 DM or Above,15,Paid Up,Repair,4623,Below 100 DM,"[1, 4)","[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Car,40,None,Rented,1,Executive,3 or More,Yes,No
780,0,None,30,Previous Credits Paid,Used Car,8386,None,"[4, 7)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Car,49,None,Rented,1,Skilled,3 or More,No,No
781,0,No Account,24,No Problem with Current Credits,Furniture,1024,None,<1 Year,Below 20%,Female,None,Above 7,None,48,Dept. Store,Rented,1,Skilled,3 or More,No,No
782,0,None,36,Paid Up,Other,14318,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Real Estate,57,None,Owned,1,Executive,3 or More,Yes,No
783,0,None,6,Other Credits,Repair,433,"[500, 1000)",<1 Year,Below 20%,"Male, Single",None,"[1, 4)",Car,24,Other Banks,Free,1,Skilled,Less than 3,No,No
784,0,No Account,12,Other Credits,Furniture,2149,None,"[1, 4)",Below 20%,"Male, Divorced",None,<1 Year,Real Estate,29,None,Owned,1,Skilled,3 or More,No,No
785,0,200 DM or Above,24,Paid Up,Furniture,2397,"[100, 500)",Above 7,"[20%, 25%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,35,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
786,0,None,6,Other Credits,Other,931,Below 100 DM,<1 Year,Above 35%,"Male, Single",None,<1 Year,Car,32,Dept. Store,Rented,1,Unskilled Permanent Resident,3 or More,No,No
787,0,None,15,No Problem with Current Credits,Appliances,1512,"[500, 1000)","[1, 4)","[20%, 25%)",Female,None,"[4, 7)",Car,61,Dept. Store,Rented,2 or 3,Skilled,3 or More,No,No
788,0,None,24,Delayed,Retraining,4241,None,"[1, 4)",Above 35%,"Male, Married/Widowed",None,Above 7,None,36,None,Rented,4 or 5,Unskilled Permanent Resident,3 or More,Yes,No
789,0,None,24,Previous Credits Paid,Used Car,4736,None,<1 Year,"(25%, 35%)","Male, Single",None,Above 7,Life Insurance,25,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
790,0,None,15,Delayed,Other,1778,None,<1 Year,"(25%, 35%)","Male, Single",None,<1 Year,None,26,None,Free,2 or 3,"Unemployed, unskilled",3 or More,No,No
791,0,Below 200 DM,15,Paid Up,Furniture,2327,None,<1 Year,"(25%, 35%)","Male, Single",None,"[4, 7)",None,25,None,Rented,1,Unskilled Permanent Resident,3 or More,No,No
792,0,No Account,24,Other Credits,Used Car,6872,None,<1 Year,"(25%, 35%)","Male, Divorced",None,<1 Year,Car,55,Other Banks,Rented,1,Skilled,3 or More,Yes,No
793,0,No Account,12,Paid Up,Repair,795,None,<1 Year,Below 20%,"Male, Single",None,Above 7,Car,53,None,Rented,1,Skilled,3 or More,No,No
794,0,Below 200 DM,30,No Problem with Current Credits,Retraining,1908,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,None,66,None,Rented,1,Executive,3 or More,Yes,No
795,0,None,36,Delayed,Retraining,1953,None,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,61,None,Owned,1,Executive,3 or More,Yes,No
796,0,Below 200 DM,18,Paid Up,Used Car,2864,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,<1 Year,None,34,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
797,0,Below 200 DM,21,Previous Credits Paid,Repair,2319,None,<1 Year,"(25%, 35%)","Male, Divorced",None,<1 Year,Life Insurance,33,None,Free,1,Skilled,3 or More,No,No
798,0,No Account,24,Paid Up,Other,915,Above 1000,Above 7,Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,29,Other Banks,Rented,1,Skilled,3 or More,No,No
799,0,Below 200 DM,24,Paid Up,Other,947,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,38,Other Banks,Owned,1,Skilled,Less than 3,No,No
800,0,No Account,24,Paid Up,Other,1381,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Car,35,None,Rented,1,Skilled,3 or More,No,No
801,0,No Account,24,Paid Up,Other,1285,Above 1000,"[4, 7)",Below 20%,"Male, Single",None,Above 7,Real Estate,32,None,Free,1,Skilled,3 or More,No,No
802,0,No Account,24,Paid Up,Other,1371,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,Above 7,None,25,None,Free,1,Skilled,3 or More,No,No
803,0,None,18,Paid Up,Other,1042,Above 1000,"[1, 4)",Below 20%,"Male, Single",None,"[1, 4)",Car,33,None,Rented,1,Skilled,3 or More,No,No
804,0,No Account,12,Paid Up,Other,900,Above 1000,"[1, 4)",Below 20%,Female,None,"[1, 4)",Life Insurance,23,None,Rented,1,Skilled,3 or More,No,No
805,0,No Account,24,Paid Up,Other,1207,None,<1 Year,Below 20%,"Male, Single",None,Above 7,Car,24,None,Free,1,Skilled,3 or More,No,No
806,0,None,18,Delayed,Other,2278,Below 100 DM,<1 Year,"[20%, 25%)","Male, Single",None,"[4, 7)",Life Insurance,28,None,Rented,2 or 3,Skilled,3 or More,No,No
807,0,No Account,60,No Problem with Current Credits,Retraining,6836,None,Above 7,"[20%, 25%)","Male, Married/Widowed",None,Above 7,Real Estate,63,None,Rented,2 or 3,Skilled,3 or More,Yes,No
808,0,No Account,24,Paid Up,Used Car,3345,None,Above 7,Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,39,None,Free,1,Executive,3 or More,Yes,No
809,0,No Account,6,Other Credits,Repair,1198,None,Above 7,Below 20%,"Male, Single",None,Above 7,Real Estate,35,None,Owned,1,Skilled,3 or More,No,No
810,0,None,48,Paid Up,Retraining,15672,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,23,None,Rented,1,Skilled,3 or More,Yes,No
811,0,No Account,60,Paid Up,Retraining,7297,None,Above 7,Below 20%,"Male, Married/Widowed",Co-applicant,Above 7,Real Estate,36,None,Free,1,Skilled,3 or More,No,No
812,0,200 DM or Above,18,Paid Up,Appliances,1943,None,<1 Year,Below 20%,"Male, Single",None,Above 7,None,23,None,Rented,1,Skilled,3 or More,No,No
813,0,No Account,18,Paid Up,Furniture,3190,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",None,24,None,Rented,1,Skilled,3 or More,No,No
814,0,None,9,Other Credits,New Car,5129,None,Above 7,"(25%, 35%)","Male, Single",None,Above 7,Real Estate,74,Other Banks,Owned,1,Executive,Less than 3,Yes,No
815,0,200 DM or Above,18,No Problem with Current Credits,Used Car,1808,None,"[4, 7)",Below 20%,"Male, Single",None,<1 Year,None,22,None,Rented,1,Skilled,3 or More,No,No
816,0,Below 200 DM,10,Paid Up,Other,1240,Below 100 DM,Above 7,Above 35%,"Male, Single",None,Above 7,Real Estate,48,None,Owned,1,Unskilled Permanent Resident,Less than 3,No,No
817,0,No Account,12,Paid Up,Other,759,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,26,None,Rented,1,Skilled,3 or More,No,No
818,0,None,8,Paid Up,Used Car,1237,None,"[1, 4)","[20%, 25%)","Male, Single",None,Above 7,None,24,None,Rented,1,Skilled,3 or More,No,No
819,0,200 DM or Above,9,Paid Up,Used Car,1980,None,<1 Year,"(25%, 35%)","Male, Single",Co-applicant,"[1, 4)",Life Insurance,19,None,Free,2 or 3,Skilled,3 or More,No,No
820,0,None,48,Paid Up,Furniture,10961,"[500, 1000)","[4, 7)",Above 35%,"Male, Married/Widowed",Co-applicant,"[1, 4)",Real Estate,27,Other Banks,Rented,2 or 3,Skilled,3 or More,Yes,No
821,0,No Account,36,No Problem with Current Credits,Repair,6887,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[4, 7)",Car,29,Dept. Store,Rented,1,Skilled,3 or More,Yes,No
822,0,No Account,24,Paid Up,Furniture,1938,None,<1 Year,Below 20%,"Male, Divorced",None,"[4, 7)",Car,32,None,Rented,1,Skilled,3 or More,No,No
823,0,No Account,21,Paid Up,Furniture,1835,None,"[1, 4)","[20%, 25%)","Male, Single",None,"[1, 4)",None,25,None,Rented,2 or 3,Skilled,3 or More,Yes,No
824,0,No Account,24,No Problem with Current Credits,Furniture,1659,None,<1 Year,Below 20%,"Male, Single",None,"[1, 4)",Life Insurance,29,None,Free,1,Unskilled Permanent Resident,3 or More,Yes,No
825,0,None,6,No Problem with Current Credits,Other,1209,None,Unemployed,Below 20%,"Male, Married/Widowed",None,Above 7,Car,47,None,Rented,1,Executive,3 or More,Yes,No
826,0,None,48,Delayed,Retraining,3844,Below 100 DM,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,34,None,Owned,1,Unskilled Permanent Resident,Less than 3,No,No
827,0,No Account,12,Previous Credits Paid,Other,4843,None,Above 7,"[20%, 25%)","Male, Married/Widowed",Co-applicant,Above 7,Car,43,None,Free,2 or 3,Skilled,3 or More,Yes,No
828,0,None,12,Paid Up,Appliances,639,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,30,None,Rented,1,Skilled,3 or More,No,No
829,0,None,48,Paid Up,Furniture,5951,None,"[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",None,22,None,Rented,1,Skilled,3 or More,No,No
830,0,None,36,Delayed,Furniture,3804,None,"[1, 4)",Below 20%,"Male, Single",None,<1 Year,Life Insurance,42,None,Rented,1,Skilled,3 or More,Yes,No
831,0,200 DM or Above,36,No Problem with Current Credits,Furniture,4463,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,26,None,Rented,2 or 3,Executive,3 or More,Yes,No
832,0,200 DM or Above,36,No Problem with Current Credits,Retraining,7980,Above 1000,<1 Year,Below 20%,"Male, Married/Widowed",None,Above 7,Life Insurance,27,None,Free,2 or 3,Skilled,3 or More,Yes,No
833,0,Below 200 DM,36,Paid Up,Furniture,4210,None,"[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Life Insurance,26,None,Rented,1,Skilled,3 or More,No,No
834,0,200 DM or Above,6,Paid Up,Used Car,4611,None,<1 Year,Above 35%,"Male, Single",None,Above 7,Car,32,None,Rented,1,Skilled,3 or More,No,No
835,0,None,24,Paid Up,New Car,11560,None,"[1, 4)",Above 35%,"Male, Single",None,Above 7,Life Insurance,23,None,Free,2 or 3,Executive,3 or More,No,No
836,0,200 DM or Above,18,Delayed,Retraining,4165,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",Life Insurance,36,Dept. Store,Rented,2 or 3,Skilled,Less than 3,No,No
837,0,None,24,Paid Up,Used Car,4057,None,"[4, 7)","[20%, 25%)","Male, Divorced",None,"[4, 7)",Life Insurance,43,None,Rented,1,Skilled,3 or More,Yes,No
838,0,200 DM or Above,18,Other Credits,Other,6458,None,Above 7,"(25%, 35%)","Male, Married/Widowed",None,Above 7,Real Estate,39,Other Banks,Rented,2 or 3,Executive,Less than 3,Yes,No
839,0,200 DM or Above,12,Paid Up,Other,1386,"[100, 500)","[1, 4)","(25%, 35%)","Male, Single",None,"[1, 4)",Car,26,None,Rented,1,Skilled,3 or More,No,No
840,0,No Account,36,Paid Up,Repair,1977,Above 1000,Above 7,Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,40,None,Rented,1,Executive,3 or More,Yes,No
841,0,None,18,Previous Credits Paid,Used Car,1928,None,<1 Year,"(25%, 35%)","Male, Married/Widowed",None,"[1, 4)",None,31,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
842,0,200 DM or Above,12,Paid Up,Used Car,1123,"[100, 500)","[1, 4)",Below 20%,"Male, Single",None,Above 7,Life Insurance,29,None,Free,1,Unskilled Permanent Resident,3 or More,No,No
843,0,None,24,Paid Up,Business,11328,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Co-applicant,"[4, 7)",Life Insurance,29,Other Banks,Rented,2 or 3,Executive,3 or More,Yes,No
844,0,None,24,Previous Credits Paid,Business,11938,None,"[1, 4)","(25%, 35%)","Male, Married/Widowed",Co-applicant,"[4, 7)",Life Insurance,39,None,Rented,2 or 3,Executive,Less than 3,Yes,No
845,0,None,27,Previous Credits Paid,Furniture,2520,"[100, 500)","[1, 4)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",Car,23,None,Rented,2 or 3,Unskilled Permanent Resident,3 or More,No,No
846,0,None,30,No Problem with Current Credits,Furniture,1919,Below 100 DM,<1 Year,Below 20%,"Male, Married/Widowed",None,"[4, 7)",Real Estate,30,Dept. Store,Rented,2 or 3,Executive,3 or More,No,No
847,0,None,60,Other Credits,Business,14782,Below 100 DM,Above 7,"[20%, 25%)","Male, Single",None,Above 7,Real Estate,60,Other Banks,Owned,2 or 3,Executive,3 or More,Yes,No
848,0,None,36,Paid Up,Furniture,2671,Below 100 DM,"[1, 4)",Below 20%,"Male, Single",Co-applicant,Above 7,Real Estate,50,None,Owned,1,Skilled,3 or More,No,No
849,0,None,36,Paid Up,Repair,12612,Below 100 DM,"[1, 4)",Above 35%,"Male, Married/Widowed",None,Above 7,Real Estate,47,None,Owned,1,Skilled,Less than 3,Yes,No
850,0,None,45,Paid Up,Furniture,3031,Below 100 DM,"[1, 4)",Below 20%,"Male, Married/Widowed",Guarantor,Above 7,Car,21,None,Free,1,Skilled,3 or More,No,No
851,0,No Account,12,Other Credits,Furniture,626,None,"[1, 4)",Below 20%,"Male, Single",None,Above 7,None,24,Other Banks,Rented,1,Unskilled Permanent Resident,3 or More,No,No
852,0,None,24,Previous Credits Paid,Retraining,1935,None,Above 7,Below 20%,"Male, Divorced",None,Above 7,None,31,None,Rented,2 or 3,Skilled,3 or More,Yes,No
853,0,Below 200 DM,24,Previous Credits Paid,Other,1344,Above 1000,"[4, 7)",Below 20%,"Male, Married/Widowed",None,"[1, 4)",None,37,Other Banks,Rented,2 or 3,Unskilled Permanent Resident,Less than 3,No,No
854,0,200 DM or Above,18,Paid Up,Used Car,1533,None,<1 Year,Below 20%,Female,Co-applicant,<1 Year,Car,43,None,Rented,1,Unskilled Permanent Resident,Less than 3,No,No
855,0,No Account,48,Paid Up,Other,3931,None,"[4, 7)",Below 20%,"Male, Married/Widowed",None,Above 7,Real Estate,46,None,Owned,1,Skilled,Less than 3,No,No
